event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,0459297e86a14981,Jacare Souza,7a703c565ccaa18f,Robert Whittaker,e1147d3d2dabe1ce,middleweight,0,KO/TKO,2,208,3.0,Mario Yamasaki,0.0,9.0,36.0,25.0,13.0,40.0,33.0,1.0,3.0,33.0,0.0,49.0,6.0,31.0,19.0,3.0,5.0,60.0,0.0,0.0,,6.0,32.0,19.0,3.0,4.0,75.0,0.0,0.0,,66.0,33.0,0.0,66.0,33.0,0.0,1.0,55.0,110.0,50.0,57.0,112.0,51.0,0.0,0.0,,0.0,25.0,47.0,97.0,48.0,7.0,12.0,57.0,1.0,1.0,100.0,40.0,85.0,47.0,1.0,4.0,25.0,14.0,21.0,67.0,85.0,12.0,1.0,72.0,1.0,25.0
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,41cef92a01e7ff3c,Louis Smolka,d2bc285ead803db0,Tim Elliott,c96d9178c9ed9e62,flyweight,0,Decision - Unanimous,3,300,3.0,Mike England,0.0,41.0,97.0,42.0,47.0,105.0,45.0,1.0,4.0,25.0,2.0,159.0,35.0,89.0,39.0,4.0,6.0,67.0,2.0,2.0,100.0,27.0,74.0,36.0,3.0,7.0,43.0,11.0,16.0,69.0,85.0,9.0,4.0,65.0,7.0,26.0,0.0,57.0,91.0,62.0,98.0,136.0,72.0,12.0,14.0,85.0,1.0,483.0,34.0,64.0,53.0,15.0,18.0,83.0,8.0,9.0,89.0,30.0,55.0,55.0,12.0,18.0,67.0,15.0,18.0,83.0,59.0,26.0,14.0,52.0,21.0,26.0
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,4291b38643547fa7,Devin Clark,cc7040fe76f0ef91,Jake Collier,92fa1401b7927da3,light heavyweight,0,Decision - Unanimous,3,300,3.0,Dan Miragliotta,0.0,68.0,105.0,64.0,159.0,207.0,77.0,4.0,7.0,57.0,0.0,465.0,42.0,76.0,55.0,17.0,19.0,89.0,9.0,10.0,90.0,20.0,50.0,40.0,11.0,15.0,73.0,37.0,40.0,93.0,61.0,25.0,13.0,29.0,16.0,54.0,0.0,36.0,72.0,50.0,52.0,91.0,56.0,0.0,2.0,0.0,1.0,132.0,17.0,48.0,35.0,11.0,15.0,73.0,8.0,9.0,89.0,15.0,43.0,35.0,20.0,28.0,71.0,1.0,1.0,100.0,47.0,30.0,22.0,41.0,55.0,2.0
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,677e98ae5834ba70,Aljamain Sterling,cb696ebfb6598724,Augusto Mendes,3d5b1ce6097dbb49,bantamweight,0,Decision - Unanimous,3,300,3.0,Mario Yamasaki,0.0,83.0,161.0,51.0,162.0,246.0,66.0,2.0,6.0,33.0,0.0,359.0,28.0,90.0,31.0,46.0,55.0,84.0,9.0,16.0,56.0,53.0,117.0,45.0,10.0,12.0,83.0,20.0,32.0,62.0,33.0,55.0,10.0,63.0,12.0,24.0,1.0,30.0,91.0,32.0,76.0,145.0,52.0,0.0,3.0,0.0,0.0,193.0,16.0,73.0,22.0,7.0,11.0,64.0,7.0,7.0,100.0,24.0,84.0,28.0,4.0,4.0,100.0,2.0,3.0,67.0,53.0,23.0,23.0,80.0,13.0,6.0
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,0673d8ab0add7a05,Anthony Smith,d4c9dcd330403612,Andrew Sanchez,fccf811c1e8b01c7,middleweight,0,KO/TKO,3,232,3.0,Keith Peterson,1.0,49.0,100.0,49.0,58.0,111.0,52.0,0.0,1.0,0.0,0.0,67.0,33.0,84.0,39.0,12.0,12.0,100.0,4.0,4.0,100.0,35.0,85.0,41.0,8.0,9.0,89.0,6.0,6.0,100.0,67.0,24.0,8.0,71.0,16.0,12.0,0.0,63.0,104.0,60.0,104.0,151.0,69.0,4.0,10.0,40.0,0.0,274.0,48.0,84.0,56.0,7.0,12.0,57.0,8.0,8.0,100.0,36.0,75.0,48.0,3.0,5.0,60.0,24.0,24.0,100.0,76.0,11.0,12.0,57.0,4.0,38.0
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,f24c296256faeff2,King Green,887961364be5ceb3,Rashid Magomedov,7ea1f74cef32f906,lightweight,0,Decision - Split,3,300,3.0,Mario Yamasaki,0.0,75.0,143.0,52.0,104.0,176.0,59.0,0.0,6.0,0.0,0.0,148.0,14.0,71.0,20.0,27.0,33.0,82.0,34.0,39.0,87.0,60.0,124.0,48.0,15.0,19.0,79.0,0.0,0.0,,18.0,36.0,45.0,80.0,20.0,0.0,0.0,75.0,189.0,39.0,88.0,202.0,44.0,0.0,1.0,0.0,0.0,0.0,43.0,140.0,31.0,28.0,41.0,68.0,4.0,8.0,50.0,69.0,180.0,38.0,5.0,8.0,62.0,1.0,1.0,100.0,57.0,37.0,5.0,92.0,6.0,1.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,7e6f91cbf8e93210,Gunnar Nelson,fd55393021a8c255,Alan Jouban,cf65d56b0755ed3b,welterweight,0,Submission,2,46,3.0,Marc Goddard,0.0,8.0,18.0,44.0,17.0,28.0,61.0,1.0,2.0,50.0,1.0,182.0,7.0,16.0,44.0,1.0,2.0,50.0,0.0,0.0,,3.0,13.0,23.0,1.0,1.0,100.0,4.0,4.0,100.0,87.0,12.0,0.0,37.0,12.0,50.0,0.0,17.0,33.0,51.0,17.0,33.0,52.0,0.0,0.0,,0.0,0.0,6.0,17.0,35.0,2.0,7.0,28.0,9.0,9.0,100.0,17.0,33.0,52.0,0.0,0.0,,0.0,0.0,,35.0,11.0,52.0,100.0,0.0,0.0
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,2a0d4dd0997bd712,Zak Cummings,4ba8d454f762005d,Nathan Coy,15ec018d144710db,welterweight,0,Submission,1,261,3.0,Mike England,0.0,25.0,72.0,34.0,25.0,72.0,35.0,0.0,0.0,,2.0,11.0,20.0,66.0,30.0,2.0,3.0,67.0,3.0,3.0,100.0,21.0,68.0,31.0,2.0,2.0,100.0,2.0,2.0,100.0,80.0,8.0,12.0,84.0,8.0,8.0,0.0,23.0,41.0,56.0,23.0,41.0,56.0,1.0,1.0,100.0,0.0,5.0,13.0,29.0,45.0,7.0,8.0,88.0,3.0,4.0,75.0,22.0,40.0,55.0,1.0,1.0,100.0,0.0,0.0,,56.0,30.0,13.0,95.0,4.0,0.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,7ec86f2af631344f,Arnold Allen,040a74bb0a465c54,Makwan Amirkhani,87a1dc546b1c5caf,featherweight,0,Decision - Split,3,300,3.0,Neil Hall,0.0,32.0,74.0,43.0,75.0,118.0,64.0,3.0,6.0,50.0,1.0,333.0,27.0,64.0,42.0,5.0,8.0,62.0,0.0,2.0,0.0,16.0,48.0,33.0,2.0,7.0,28.0,14.0,19.0,74.0,84.0,15.0,0.0,50.0,6.0,43.0,0.0,17.0,46.0,36.0,32.0,65.0,49.0,4.0,12.0,33.0,3.0,338.0,15.0,41.0,37.0,2.0,5.0,40.0,0.0,0.0,,13.0,41.0,32.0,0.0,1.0,0.0,4.0,4.0,100.0,88.0,11.0,0.0,76.0,0.0,23.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,55f727e00553035d,Joe Duffy,654ae722109a0d31,Reza Madadi,e25bcbcdaf6537a1,lightweight,0,Decision - Unanimous,3,300,3.0,Marc Goddard,0.0,51.0,161.0,31.0,61.0,172.0,35.0,0.0,0.0,,0.0,260.0,39.0,143.0,27.0,9.0,14.0,64.0,3.0,4.0,75.0,43.0,152.0,28.0,1.0,1.0,100.0,7.0,8.0,88.0,76.0,17.0,5.0,84.0,1.0,13.0,0.0,28.0,63.0,44.0,34.0,71.0,48.0,2.0,12.0,16.0,0.0,54.0,20.0,50.0,40.0,7.0,9.0,78.0,1.0,4.0,25.0,22.0,56.0,39.0,5.0,6.0,83.0,1.0,1.0,100.0,71.0,25.0,3.0,78.0,17.0,3.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,00be3852000f8fe9,Jimi Manuwa,1e1dbd1cc5a7469e,Corey Anderson,5e4eec08896c9423,light heavyweight,0,KO/TKO,1,185,3.0,Leon Roberts,1.0,6.0,13.0,46.0,6.0,13.0,46.0,0.0,0.0,,0.0,1.0,5.0,11.0,45.0,0.0,1.0,0.0,1.0,1.0,100.0,6.0,13.0,46.0,0.0,0.0,,0.0,0.0,,83.0,0.0,16.0,100.0,0.0,0.0,0.0,6.0,27.0,22.0,6.0,27.0,22.0,0.0,3.0,0.0,0.0,0.0,4.0,24.0,17.0,0.0,1.0,0.0,2.0,2.0,100.0,5.0,26.0,19.0,1.0,1.0,100.0,0.0,0.0,,66.0,0.0,33.0,83.0,16.0,0.0
UFC on FOX: Johnson vs. Reis,ed069a95aaaf4f56,94ce682e4a3e556a,Ashlee Evans-Smith,fc6e681bf6658faf,Ketlen Vieira,b9706f80d005036c,women's bantamweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,0.0,68.0,189.0,35.0,100.0,228.0,44.0,0.0,5.0,0.0,0.0,5.0,20.0,132.0,15.0,17.0,22.0,77.0,31.0,35.0,89.0,52.0,168.0,31.0,16.0,21.0,76.0,0.0,0.0,,29.0,25.0,45.0,76.0,23.0,0.0,0.0,71.0,235.0,30.0,89.0,256.0,35.0,1.0,5.0,20.0,0.0,246.0,56.0,218.0,26.0,11.0,13.0,85.0,4.0,4.0,100.0,57.0,217.0,26.0,13.0,17.0,76.0,1.0,1.0,100.0,78.0,15.0,5.0,80.0,18.0,1.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,c365a488a8de3c89,Darren Stewart,a17ad5a5048e8c3f,Francimar Barroso,b69f24c500d783e7,light heavyweight,0,Decision - Unanimous,3,300,3.0,Leon Roberts,0.0,31.0,73.0,42.0,55.0,102.0,54.0,1.0,5.0,20.0,0.0,238.0,13.0,47.0,28.0,7.0,9.0,78.0,11.0,17.0,65.0,16.0,50.0,32.0,14.0,20.0,70.0,1.0,3.0,33.0,41.0,22.0,35.0,51.0,45.0,3.0,0.0,28.0,62.0,45.0,46.0,82.0,56.0,7.0,12.0,58.0,0.0,159.0,14.0,45.0,31.0,8.0,10.0,80.0,6.0,7.0,86.0,17.0,41.0,41.0,10.0,18.0,56.0,1.0,3.0,33.0,50.0,28.0,21.0,60.0,35.0,3.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,1e5c66d12761d4fe,Brad Pickett,c945adc22c2bfe8f,Marlon Vera,7c7332319c14094c,catch weight,0,KO/TKO,3,230,3.0,Grant Waterman,0.0,51.0,113.0,45.0,65.0,132.0,49.0,2.0,4.0,50.0,0.0,211.0,42.0,93.0,45.0,4.0,7.0,56.0,5.0,13.0,38.0,38.0,100.0,38.0,1.0,1.0,100.0,12.0,12.0,100.0,82.0,7.0,9.0,74.0,1.0,23.0,1.0,67.0,143.0,46.0,72.0,149.0,48.0,0.0,0.0,,0.0,4.0,39.0,96.0,41.0,9.0,24.0,38.0,19.0,23.0,83.0,59.0,131.0,45.0,5.0,8.0,62.0,3.0,4.0,75.0,58.0,13.0,28.0,88.0,7.0,4.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,88ce808e4e604180,Leon Edwards,f1fac969a1d70b08,Vicente Luque,6d4b63c767106d3a,welterweight,0,Decision - Unanimous,3,300,3.0,Grant Waterman,0.0,53.0,102.0,51.0,77.0,135.0,56.0,3.0,12.0,25.0,0.0,312.0,38.0,81.0,47.0,12.0,17.0,71.0,3.0,4.0,75.0,44.0,86.0,51.0,8.0,12.0,67.0,1.0,4.0,25.0,71.0,22.0,5.0,83.0,15.0,1.0,0.0,24.0,44.0,54.0,44.0,64.0,69.0,2.0,7.0,28.0,0.0,323.0,13.0,30.0,43.0,7.0,9.0,78.0,4.0,5.0,80.0,21.0,41.0,51.0,2.0,2.0,100.0,1.0,1.0,100.0,54.0,29.0,16.0,87.0,8.0,4.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,eee7f546c126ee8b,Marc Diakiese,32c355b04fc57f3a,Teemu Packalen,8f4eeaf7a0df7c1a,lightweight,0,KO/TKO,1,30,3.0,,1.0,6.0,7.0,85.0,6.0,7.0,86.0,0.0,0.0,,0.0,1.0,2.0,3.0,67.0,2.0,2.0,100.0,2.0,2.0,100.0,6.0,7.0,86.0,0.0,0.0,,0.0,0.0,,33.0,33.0,33.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,100.0,0.0,100.0,0.0,0.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,794b63b4c1e1e789,Brad Scott,34e552520a934063,Scott Askham,06827d70c53ff0d9,middleweight,0,Decision - Split,3,300,3.0,Grant Waterman,1.0,72.0,175.0,41.0,74.0,177.0,42.0,0.0,0.0,,0.0,77.0,42.0,126.0,33.0,12.0,21.0,56.0,18.0,28.0,64.0,65.0,166.0,39.0,5.0,7.0,71.0,2.0,2.0,100.0,58.0,16.0,25.0,90.0,6.0,2.0,0.0,86.0,195.0,44.0,86.0,195.0,44.0,1.0,3.0,33.0,0.0,25.0,54.0,149.0,36.0,21.0,32.0,66.0,11.0,14.0,79.0,84.0,191.0,44.0,2.0,4.0,50.0,0.0,0.0,,62.0,24.0,12.0,97.0,2.0,0.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,f99ee57f75b20b69,Daniel Omielanczuk,470fedbc8563ac47,Timothy Johnson,cc900af167fbedfd,heavyweight,0,Decision - Split,3,300,3.0,Marc Goddard,0.0,54.0,93.0,58.0,94.0,136.0,69.0,0.0,2.0,0.0,0.0,35.0,25.0,61.0,41.0,19.0,21.0,90.0,10.0,11.0,91.0,35.0,71.0,49.0,19.0,22.0,86.0,0.0,0.0,,46.0,35.0,18.0,64.0,35.0,0.0,0.0,52.0,104.0,50.0,102.0,168.0,61.0,1.0,5.0,20.0,0.0,522.0,29.0,73.0,40.0,4.0,6.0,67.0,19.0,25.0,76.0,21.0,62.0,34.0,26.0,35.0,74.0,5.0,7.0,71.0,55.0,7.0,36.0,40.0,50.0,9.0
UFC Fight Night: Manuwa vs. Anderson,c0231720fe516994,0bb419537705fb04,Lina Lansberg,2eeaefbfc7f9fcff,Lucie Pudilova,3cf66c62d9069f43,women's bantamweight,0,Decision - Unanimous,3,300,3.0,Neil Hall,0.0,80.0,144.0,55.0,96.0,162.0,59.0,1.0,7.0,14.0,0.0,353.0,42.0,96.0,44.0,26.0,35.0,74.0,12.0,13.0,92.0,45.0,98.0,46.0,30.0,41.0,73.0,5.0,5.0,100.0,52.0,32.0,15.0,56.0,37.0,6.0,0.0,99.0,204.0,48.0,163.0,277.0,59.0,0.0,2.0,0.0,0.0,66.0,77.0,177.0,44.0,20.0,25.0,80.0,2.0,2.0,100.0,68.0,168.0,40.0,30.0,35.0,86.0,1.0,1.0,100.0,77.0,20.0,2.0,68.0,30.0,1.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,b47e4f0982938e5b,Edson Barboza,64a50dad704d1d49,Beneil Dariush,08af939f41b5a57b,lightweight,0,KO/TKO,2,215,3.0,Osiris Maia,1.0,30.0,82.0,36.0,31.0,83.0,37.0,0.0,0.0,,0.0,3.0,13.0,61.0,21.0,13.0,17.0,76.0,4.0,4.0,100.0,29.0,81.0,36.0,0.0,0.0,,1.0,1.0,100.0,43.0,43.0,13.0,96.0,0.0,3.0,0.0,51.0,121.0,42.0,51.0,121.0,42.0,0.0,2.0,0.0,0.0,0.0,31.0,94.0,33.0,10.0,15.0,67.0,10.0,12.0,83.0,48.0,116.0,41.0,3.0,5.0,60.0,0.0,0.0,,60.0,19.0,19.0,94.0,5.0,0.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,74d4e37b97866514,Jussier Formiga,b102c26727306ab6,Ray Borg,a4de54ea806fb525,flyweight,0,Decision - Unanimous,3,300,3.0,Mario Yamasaki,0.0,30.0,62.0,48.0,44.0,77.0,56.0,0.0,3.0,0.0,0.0,205.0,14.0,44.0,32.0,8.0,9.0,89.0,8.0,9.0,89.0,23.0,53.0,43.0,7.0,8.0,88.0,0.0,1.0,0.0,46.0,26.0,26.0,76.0,23.0,0.0,0.0,36.0,88.0,40.0,53.0,105.0,50.0,0.0,6.0,0.0,0.0,262.0,22.0,68.0,32.0,12.0,17.0,71.0,2.0,3.0,67.0,7.0,50.0,14.0,14.0,21.0,67.0,15.0,17.0,88.0,61.0,33.0,5.0,19.0,38.0,41.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,58450502a93454c8,Vitor Belfort,0ee783aa00e468f0,Kelvin Gastelum,8c0580d4fff106c1,middleweight,0,Overturned,1,232,5.0,John McCarthy,0.0,10.0,28.0,35.0,10.0,28.0,36.0,0.0,0.0,,0.0,0.0,5.0,22.0,23.0,5.0,6.0,83.0,0.0,0.0,,10.0,28.0,36.0,0.0,0.0,,0.0,0.0,,50.0,50.0,0.0,100.0,0.0,0.0,2.0,26.0,49.0,53.0,26.0,49.0,53.0,0.0,0.0,,0.0,43.0,25.0,48.0,52.0,0.0,0.0,,1.0,1.0,100.0,13.0,31.0,42.0,0.0,0.0,,13.0,18.0,72.0,96.0,0.0,3.0,50.0,0.0,50.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,b03dd50785e761a0,Bethe Correia,673ea7dcc786b1b3,Marion Reneau,c7d297714d9ab1a4,women's bantamweight,0,Decision - Majority,3,300,3.0,Camila Albuquerque,0.0,43.0,95.0,45.0,68.0,128.0,53.0,2.0,4.0,50.0,0.0,202.0,20.0,67.0,30.0,15.0,20.0,75.0,8.0,8.0,100.0,40.0,89.0,45.0,1.0,2.0,50.0,2.0,4.0,50.0,46.0,34.0,18.0,93.0,2.0,4.0,0.0,75.0,132.0,56.0,153.0,236.0,65.0,0.0,0.0,,0.0,240.0,58.0,111.0,52.0,11.0,12.0,92.0,6.0,9.0,67.0,35.0,89.0,39.0,8.0,9.0,89.0,32.0,34.0,94.0,77.0,14.0,8.0,46.0,10.0,42.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,76602c3658d70273,Francisco Trinaldo,a8283a4f415e1eb9,Kevin Lee,ee9ebceabfd16fa7,lightweight,0,Submission,2,192,3.0,Mario Yamasaki,0.0,25.0,59.0,42.0,30.0,65.0,46.0,0.0,1.0,0.0,1.0,45.0,19.0,52.0,37.0,6.0,7.0,86.0,0.0,0.0,,15.0,47.0,32.0,5.0,6.0,83.0,5.0,6.0,83.0,76.0,24.0,0.0,60.0,20.0,20.0,0.0,15.0,43.0,34.0,23.0,52.0,44.0,1.0,8.0,12.0,1.0,157.0,9.0,36.0,25.0,6.0,7.0,86.0,0.0,0.0,,12.0,36.0,33.0,3.0,3.0,100.0,0.0,4.0,0.0,60.0,40.0,0.0,80.0,20.0,0.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,34524408fb4d6752,Mauricio Rua,140745cbbcb023ac,Gian Villante,fcd448a2fe1a23cc,light heavyweight,0,KO/TKO,3,59,3.0,Mario Yamasaki,2.0,94.0,173.0,54.0,94.0,174.0,54.0,2.0,3.0,66.0,0.0,4.0,68.0,140.0,49.0,16.0,20.0,80.0,10.0,13.0,77.0,94.0,171.0,55.0,0.0,2.0,0.0,0.0,0.0,,72.0,17.0,10.0,100.0,0.0,0.0,0.0,55.0,151.0,36.0,55.0,151.0,36.0,0.0,1.0,0.0,0.0,9.0,48.0,143.0,34.0,3.0,4.0,75.0,4.0,4.0,100.0,55.0,151.0,36.0,0.0,0.0,,0.0,0.0,,87.0,5.0,7.0,100.0,0.0,0.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,24f156a78bd32026,Alex Oliveira,57b10fca4f9c9a7a,Tim Means,4b47e71384a9522f,welterweight,0,Submission,2,158,3.0,John McCarthy,0.0,12.0,24.0,50.0,18.0,31.0,57.0,6.0,11.0,54.0,1.0,289.0,6.0,17.0,35.0,1.0,1.0,100.0,5.0,6.0,83.0,2.0,7.0,28.0,6.0,8.0,75.0,4.0,9.0,44.0,50.0,8.0,41.0,16.0,50.0,33.0,0.0,9.0,12.0,75.0,34.0,41.0,83.0,0.0,1.0,0.0,0.0,121.0,8.0,11.0,73.0,1.0,1.0,100.0,0.0,0.0,,0.0,2.0,0.0,5.0,5.0,100.0,4.0,5.0,80.0,88.0,11.0,0.0,0.0,55.0,44.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,dc169cc01d675125,Rani Yahya,94527830000ab715,Joe Soto,a4e85a58fbce64b2,bantamweight,0,Decision - Unanimous,3,300,3.0,Camila Albuquerque,0.0,59.0,215.0,27.0,65.0,221.0,28.0,1.0,11.0,9.0,0.0,57.0,41.0,190.0,22.0,13.0,20.0,65.0,5.0,5.0,100.0,55.0,206.0,27.0,4.0,9.0,44.0,0.0,0.0,,69.0,22.0,8.0,93.0,6.0,0.0,0.0,54.0,113.0,47.0,98.0,176.0,56.0,1.0,1.0,100.0,2.0,280.0,49.0,106.0,46.0,4.0,6.0,67.0,1.0,1.0,100.0,36.0,93.0,39.0,3.0,4.0,75.0,15.0,16.0,94.0,90.0,7.0,1.0,66.0,5.0,27.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,12740c6b17779fe9,Michel Prazeres,e51fcd9cd84c0b93,Joshua Burkman,6da99156486ed6c2,lightweight,0,Submission,1,102,3.0,John McCarthy,0.0,24.0,34.0,70.0,34.0,45.0,76.0,2.0,3.0,66.0,1.0,72.0,24.0,34.0,71.0,0.0,0.0,,0.0,0.0,,4.0,7.0,56.0,12.0,19.0,63.0,8.0,8.0,100.0,100.0,0.0,0.0,16.0,50.0,33.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,100.0,100.0,0.0,0.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,f4f5049e789b7716,Sergio Moraes,1bcaac2d99b90fce,Davi Ramos,0052de90691d4a93,welterweight,0,Decision - Unanimous,3,300,3.0,Osiris Maia,0.0,39.0,93.0,41.0,39.0,93.0,42.0,0.0,0.0,,0.0,0.0,24.0,71.0,34.0,13.0,20.0,65.0,2.0,2.0,100.0,39.0,93.0,42.0,0.0,0.0,,0.0,0.0,,61.0,33.0,5.0,100.0,0.0,0.0,0.0,35.0,122.0,28.0,35.0,122.0,28.0,0.0,1.0,0.0,0.0,0.0,21.0,97.0,22.0,7.0,17.0,41.0,7.0,8.0,88.0,35.0,122.0,28.0,0.0,0.0,,0.0,0.0,,60.0,20.0,20.0,100.0,0.0,0.0
UFC Fight Night: Bermudez vs. The Korean Zombie,6a8a06b542e1516d,4a2e7e2c8cfdaf5f,Alexa Grasso,e8b731feff72294b,Felice Herrig,b6850671a008bf9a,women's strawweight,0,Decision - Unanimous,3,300,3.0,Jacob Montalvo,0.0,80.0,206.0,38.0,88.0,215.0,41.0,0.0,0.0,,1.0,14.0,43.0,153.0,28.0,13.0,22.0,59.0,24.0,31.0,77.0,78.0,203.0,38.0,2.0,2.0,100.0,0.0,1.0,0.0,53.0,16.0,30.0,97.0,2.0,0.0,0.0,60.0,246.0,24.0,66.0,252.0,26.0,2.0,4.0,50.0,0.0,37.0,36.0,188.0,19.0,21.0,46.0,46.0,3.0,12.0,25.0,52.0,235.0,22.0,5.0,6.0,83.0,3.0,5.0,60.0,60.0,35.0,5.0,86.0,8.0,5.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,0ace7e71f5d66bc9,Garreth McLellan,f215cfbd4ba3c270,Paulo Costa,2e5c2aa8e4ab9d82,middleweight,0,KO/TKO,1,77,3.0,Osiris Maia,0.0,6.0,14.0,42.0,6.0,14.0,43.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,20.0,4.0,4.0,100.0,0.0,0.0,,5.0,11.0,45.0,1.0,3.0,33.0,0.0,0.0,,33.0,66.0,0.0,83.0,16.0,0.0,1.0,22.0,32.0,68.0,23.0,33.0,70.0,0.0,0.0,,0.0,5.0,18.0,28.0,64.0,3.0,3.0,100.0,1.0,1.0,100.0,16.0,26.0,62.0,0.0,0.0,,6.0,6.0,100.0,81.0,13.0,4.0,72.0,0.0,27.0
UFC Fight Night: Belfort vs. Gastelum,47b7e4e60813b7b2,ebb94e00d6431e7a,Rony Jason,b71ce838b01f2cad,Jeremy Kennedy,68f6e96c5fa6e044,featherweight,0,Decision - Unanimous,3,300,3.0,Camila Albuquerque,1.0,18.0,36.0,50.0,95.0,116.0,82.0,0.0,1.0,0.0,0.0,233.0,14.0,30.0,47.0,3.0,5.0,60.0,1.0,1.0,100.0,11.0,26.0,42.0,0.0,0.0,,7.0,10.0,70.0,77.0,16.0,5.0,61.0,0.0,38.0,0.0,46.0,74.0,62.0,105.0,143.0,73.0,8.0,9.0,88.0,0.0,397.0,44.0,71.0,62.0,1.0,2.0,50.0,1.0,1.0,100.0,13.0,35.0,37.0,2.0,4.0,50.0,31.0,35.0,89.0,95.0,2.0,2.0,28.0,4.0,67.0
UFC Fight Night: Bermudez vs. The Korean Zombie,6a8a06b542e1516d,8c220d4c96895a98,Dennis Bermudez,6f242453c91a5af0,Chan Sung Jung,c451d67c09c55418,featherweight,0,KO/TKO,1,149,5.0,Herb Dean,0.0,20.0,34.0,58.0,24.0,38.0,63.0,0.0,3.0,0.0,0.0,20.0,11.0,24.0,46.0,6.0,7.0,86.0,3.0,3.0,100.0,14.0,26.0,54.0,6.0,8.0,75.0,0.0,0.0,,55.0,30.0,15.0,70.0,30.0,0.0,1.0,17.0,35.0,48.0,19.0,37.0,51.0,0.0,1.0,0.0,0.0,5.0,16.0,32.0,50.0,1.0,2.0,50.0,0.0,1.0,0.0,12.0,30.0,40.0,2.0,2.0,100.0,3.0,3.0,100.0,94.0,5.0,0.0,70.0,11.0,17.0
